"","TIER_ID","ANNOTATION_ID","ANNOTATION_REF","VALUE","PREVIOUS_ANNOTATION","EXT_REF"
"1","A_morph-cf-es","ann10","ann8_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","joda",NA,NA
"2","A_morph-cf-es","ann15","ann13_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","dipawe",NA,NA
"3","A_morph-cf-es","ann20","ann18_flexid_a23b6faa-1052-4f4d-984b-4b338bdaf95f","Pama sola",NA,NA
"4","A_morph-cf-es","ann24","ann22_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933","-o",NA,NA
"5","A_morph-cf-es","ann30","ann28_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","yama",NA,NA
"6","A_morph-cf-es","ann35","ann33_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","ba",NA,NA
"7","A_morph-cf-es","ann40","ann38_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933","-iki",NA,NA
"8","A_morph-cf-es","ann52","ann50_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","ezoe",NA,NA
"9","A_morph-cf-es","ann57","ann55_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","masha",NA,NA
"10","A_morph-cf-es","ann63","ann61_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","tsio",NA,NA
"11","A_morph-cf-es","ann73","ann71_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","nawí",NA,NA
"12","A_morph-cf-es","ann77","ann75_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","ana",NA,NA
"13","A_morph-cf-es","ann82","ann80_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","tsio",NA,NA
"14","A_morph-cf-es","ann92","ann90_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","dipawe",NA,NA
"15","A_morph-cf-es","ann97","ann95_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","ainimetsio",NA,NA
"16","A_morph-cf-es","ann108","ann106_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","ena",NA,NA
"17","A_morph-cf-es","ann113","ann111_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","moa",NA,NA
"18","A_morph-cf-es","ann119","ann117_flexid_d7f713db-e8cf-11d3-9764-00c04f186933","e-",NA,NA
"19","A_morph-cf-es","ann123","ann121_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","po",NA,NA
"20","A_morph-cf-es","ann129","ann127_flexid_d7f713db-e8cf-11d3-9764-00c04f186933","ena-",NA,NA
"21","A_morph-cf-es","ann133","ann131_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","doeteo",NA,NA
"22","A_morph-cf-es","ann143","ann141_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","pona",NA,NA
"23","A_morph-cf-es","ann149","ann147_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","batawe",NA,NA
"24","A_morph-cf-es","ann154","ann152_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","shoa",NA,NA
"25","A_morph-cf-es","ann159","ann157_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933","-neti",NA,NA
"26","A_morph-cf-es","ann181","ann179_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","nana",NA,NA
"27","A_morph-cf-es","ann185","ann183_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933","-neti",NA,NA
"28","A_morph-cf-es","ann196","ann194_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","dipawe",NA,NA
"29","A_morph-cf-es","ann201","ann199_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","isha",NA,NA
"30","A_morph-cf-es","ann207","ann205_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","joda",NA,NA
"31","A_morph-cf-es","ann212","ann210_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","wada",NA,NA
"32","A_morph-cf-es","ann217","ann215_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","dipawe",NA,NA
"33","A_morph-cf-es","ann229","ann227_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","dona",NA,NA
"34","A_morph-cf-es","ann233","ann231_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","na",NA,NA
"35","A_morph-cf-es","ann237","ann235_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933","-ta",NA,NA
"36","A_morph-cf-es","ann241","ann239_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933","-ani",NA,NA
"37","A_morph-cf-es","ann246","ann244_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","batawe",NA,NA
"38","A_morph-cf-es","ann256","ann254_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","corriente",NA,NA
"39","A_morph-cf-es","ann261","ann259_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","batawe",NA,NA
"40","A_morph-cf-es","ann288","ann286_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","bime",NA,NA
"41","A_morph-cf-es","ann295","ann293_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","pona",NA,NA
"42","A_morph-cf-es","ann301","ann299_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","batawe",NA,NA
"43","A_morph-cf-es","ann306","ann304_flexid_d7f713db-e8cf-11d3-9764-00c04f186933","e-",NA,NA
"44","A_morph-cf-es","ann310","ann308_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","shoa",NA,NA
"45","A_morph-cf-es","ann314","ann312_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","beneje",NA,NA
"46","A_morph-cf-es","ann320","ann318_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","bime",NA,NA
"47","A_morph-cf-es","ann348","ann346_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","sicha",NA,NA
"48","A_morph-cf-es","ann353","ann351_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","beneje",NA,NA
"49","A_morph-cf-es","ann359","ann357_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","sicha",NA,NA
"50","A_morph-cf-es","ann363","ann361_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933","-e",NA,NA
"51","A_morph-cf-es","ann369","ann367_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","jai",NA,NA
"52","A_morph-cf-es","ann375","ann373_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","batawe",NA,NA
"53","A_morph-cf-es","ann507","ann505_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","dipa",NA,NA
"54","A_morph-cf-es","ann512","ann510_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","yama",NA,NA
"55","A_morph-cf-es","ann517","ann515_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","ba",NA,NA
"56","A_morph-cf-es","ann522","ann520_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933","-iki",NA,NA
"57","A_morph-cf-es","ann528","ann526_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","keoli",NA,NA
"58","A_morph-cf-es","ann539","ann537_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","jododo",NA,NA
"59","A_morph-cf-es","ann549","ann547_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","laijiji",NA,NA
"60","A_morph-cf-es","ann554","ann552_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","beneje",NA,NA
"61","A_morph-cf-es","ann582","ann580_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","dipa",NA,NA
"62","A_morph-cf-es","ann587","ann585_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","ba",NA,NA
"63","A_morph-cf-es","ann592","ann590_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933","-iki",NA,NA
"64","A_morph-cf-es","ann603","ann601_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","joda",NA,NA
"65","A_morph-cf-es","ann608","ann606_flexid_d7f713db-e8cf-11d3-9764-00c04f186933","pi-",NA,NA
"66","A_morph-cf-es","ann613","ann611_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","kwae",NA,NA
"67","A_morph-cf-es","ann618","ann616_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933","-ma",NA,NA
"68","A_morph-cf-es","ann622","ann620_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933","-ta",NA,NA
"69","A_morph-cf-es","ann627","ann625_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","a",NA,NA
"70","A_morph-cf-es","ann632","ann630_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933","-ta",NA,NA
"71","A_morph-cf-es","ann642","ann640_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","famila",NA,NA
"72","A_morph-cf-es","ann647","ann645_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","peada",NA,NA
"73","A_morph-cf-es","ann653","ann651_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","batawe",NA,NA
"74","A_morph-cf-es","ann663","ann661_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","dipawe",NA,NA
"75","A_morph-cf-es","ann668","ann666_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","wada",NA,NA
"76","A_morph-cf-es","ann673","ann671_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","cuñado",NA,NA
"77","A_morph-cf-es","ann679","ann677_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","doemetse",NA,NA
"78","A_morph-cf-es","ann690","ann688_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","pona",NA,NA
"79","A_morph-cf-es","ann696","ann694_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","po",NA,NA
"80","A_morph-cf-es","ann701","ann699_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","a",NA,NA
"81","A_morph-cf-es","ann706","ann704_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933","-eme",NA,NA
"82","A_morph-cf-es","ann711","ann709_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","ba",NA,NA
"83","A_morph-cf-es","ann716","ann714_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933","-ta",NA,NA
"84","A_morph-cf-es","ann720","ann718_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933","-ani",NA,NA
"85","A_morph-cf-es","ann724","ann722_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933","-po",NA,NA
"86","A_morph-cf-es","ann734","ann732_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","joda",NA,NA
"87","A_morph-cf-es","ann739","ann737_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","nae",NA,NA
"88","A_morph-cf-es","ann744","ann742_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","eami",NA,NA
"89","A_morph-cf-es","ann749","ann747_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","tsá",NA,NA
"90","A_morph-cf-es","ann753","ann751_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933","-nati",NA,NA
"91","A_morph-cf-es","ann763","ann761_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","poana",NA,NA
"92","A_morph-cf-es","ann768","ann766_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","dipawe",NA,NA
"93","A_morph-cf-es","ann773","ann771_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","eami",NA,NA
"94","A_morph-cf-es","ann778","ann776_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","tsá",NA,NA
"95","A_morph-cf-es","ann782","ann780_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933","-nati",NA,NA
"96","A_morph-cf-es","ann786","ann784_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933","-tso",NA,NA
"97","A_morph-cf-es","ann798","ann796_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","eiye",NA,NA
"98","A_morph-cf-es","ann802","ann800_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933","-o",NA,NA
"99","A_morph-cf-es","ann808","ann806_flexid_d7f713db-e8cf-11d3-9764-00c04f186933","e-",NA,NA
"100","A_morph-cf-es","ann812","ann810_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","ba",NA,NA
"101","A_morph-cf-es","ann818","ann816_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","akwi",NA,NA
"102","A_morph-cf-es","ann823","ann821_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","ajai",NA,NA
"103","A_morph-cf-es","ann827","ann825_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933","-kata",NA,NA
"104","A_morph-cf-es","ann832","ann830_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","po",NA,NA
"105","A_morph-cf-es","ann838","ann836_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","abojo",NA,NA
"106","A_morph-cf-es","ann842","ann840_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933","-kata",NA,NA
"107","A_morph-cf-es","ann847","ann845_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","po",NA,NA
"108","A_morph-cf-es","ann858","ann856_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","doe",NA,NA
"109","A_morph-cf-es","ann863","ann861_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","jolakwa",NA,NA
"110","A_morph-cf-es","ann868","ann866_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","zoe",NA,NA
"111","A_morph-cf-es","ann872","ann870_flexid_d7f713db-e8cf-11d3-9764-00c04f186933","e-",NA,NA
"112","A_morph-cf-es","ann876","ann874_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","ani",NA,NA
"113","A_morph-cf-es","ann916","ann914_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","talale",NA,NA
"114","A_morph-cf-es","ann920","ann918_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933","-o",NA,NA
"115","A_morph-cf-es","ann931","ann929_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","jodo",NA,NA
"116","A_morph-cf-es","ann937","ann935_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","ba",NA,NA
"117","A_morph-cf-es","ann942","ann940_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933","-tso",NA,NA
"118","A_morph-cf-es","ann954","ann952_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","joda",NA,NA
"119","A_morph-cf-es","ann959","ann957_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","jemi",NA,NA
"120","A_morph-cf-es","ann965","ann963_flexid_d7f713db-e8cf-11d3-9764-00c04f186933","e-",NA,NA
"121","A_morph-cf-es","ann969","ann967_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","ati",NA,NA
"122","A_morph-cf-es","ann1077","ann1075_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","a",NA,NA
"123","A_morph-cf-es","ann1082","ann1080_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933","-tso",NA,NA
"124","A_morph-cf-es","ann1088","ann1086_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","sewe",NA,NA
"125","A_morph-cf-es","ann1093","ann1091_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","a",NA,NA
"126","A_morph-cf-es","ann1098","ann1096_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933","-tso",NA,NA
"127","A_morph-cf-es","ann1104","ann1102_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","bade",NA,NA
"128","A_morph-cf-es","ann1108","ann1106_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","a",NA,NA
"129","A_morph-cf-es","ann1113","ann1111_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933","-tso",NA,NA
"130","A_morph-cf-es","ann1119","ann1117_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","tsoa",NA,NA
"131","A_morph-cf-es","ann1123","ann1121_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933","-eme",NA,NA
"132","A_morph-cf-es","ann1128","ann1126_flexid_d7f713db-e8cf-11d3-9764-00c04f186933","e-",NA,NA
"133","A_morph-cf-es","ann1132","ann1130_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","a",NA,NA
"134","A_morph-cf-es","ann1143","ann1141_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","tsoa",NA,NA
"135","A_morph-cf-es","ann1147","ann1145_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933","-eme",NA,NA
"136","A_morph-cf-es","ann1151","ann1149_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933","-wiki",NA,NA
"137","A_morph-cf-es","ann1155","ann1153_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933","-tso",NA,NA
"138","A_morph-cf-es","ann1166","ann1164_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","joda",NA,NA
"139","A_morph-cf-es","ann1171","ann1169_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","akwi",NA,NA
"140","A_morph-cf-es","ann1176","ann1174_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","jemi",NA,NA
"141","A_morph-cf-es","ann1181","ann1179_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933","-iki",NA,NA
"142","A_morph-cf-es","ann1186","ann1184_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933","-bo",NA,NA
"143","A_morph-cf-es","ann1197","ann1195_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","doe",NA,NA
"144","A_morph-cf-es","ann1202","ann1200_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","iziamawe",NA,NA
"145","A_morph-cf-es","ann1207","ann1205_flexid_d7f713db-e8cf-11d3-9764-00c04f186933","pa-",NA,NA
"146","A_morph-cf-es","ann1211","ann1209_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","po",NA,NA
"147","A_morph-cf-es","ann1216","ann1214_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933","-shapo",NA,NA
"148","A_morph-cf-es","ann1220","ann1218_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933","-jo",NA,NA
"149","A_morph-cf-es","ann1231","ann1229_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","dipawe",NA,NA
"150","A_morph-cf-es","ann1346","ann1344_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","dipa",NA,NA
"151","A_morph-cf-es","ann1351","ann1349_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","a",NA,NA
"152","A_morph-cf-es","ann1356","ann1354_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933","-tso",NA,NA
"153","A_morph-cf-es","ann1362","ann1360_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","doe",NA,NA
"154","A_morph-cf-es","ann1367","ann1365_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","keoli",NA,NA
"155","A_morph-cf-es","ann1377","ann1375_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","dipa",NA,NA
"156","A_morph-cf-es","ann1382","ann1380_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","a",NA,NA
"157","A_morph-cf-es","ann1387","ann1385_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933","-wiki",NA,NA
"158","A_morph-cf-es","ann1391","ann1389_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933","-bo",NA,NA
"159","A_morph-cf-es","ann1395","ann1393_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933","-tso",NA,NA
"160","A_morph-cf-es","ann1401","ann1399_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","pobe",NA,NA
"161","A_morph-cf-es","ann1405","ann1403_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933","-ibo",NA,NA
"162","A_morph-cf-es","ann1416","ann1414_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","doe",NA,NA
"163","A_morph-cf-es","ann1421","ann1419_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","apamo",NA,NA
"164","A_morph-cf-es","ann1426","ann1424_flexid_d7f713db-e8cf-11d3-9764-00c04f186933","e-",NA,NA
"165","A_morph-cf-es","ann1430","ann1428_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","pa",NA,NA
"166","A_morph-cf-es","ann1436","ann1434_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","bakwe",NA,NA
"167","A_morph-cf-es","ann1465","ann1463_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","ja",NA,NA
"168","A_morph-cf-es","ann1470","ann1468_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","bo",NA,NA
"169","A_morph-cf-es","ann1474","ann1472_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933","-jo",NA,NA
"170","A_morph-cf-es","ann1480","ann1478_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","akwi",NA,NA
"171","A_morph-cf-es","ann1485","ann1483_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","ajewi",NA,NA
"172","A_morph-cf-es","ann1490","ann1488_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","akwi",NA,NA
"173","A_morph-cf-es","ann1501","ann1499_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","apona",NA,NA
"174","A_morph-cf-es","ann1505","ann1503_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933","-ti",NA,NA
"175","A_morph-cf-es","ann1510","ann1508_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933","-ani",NA,NA
"176","A_morph-cf-es","ann1514","ann1512_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933","-tsio",NA,NA
"177","A_morph-cf-es","ann1519","ann1517_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","doe",NA,NA
"178","A_morph-cf-es","ann1524","ann1522_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","bakwa",NA,NA
"179","A_morph-cf-es","ann1530","ann1528_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","zai",NA,NA
"180","A_morph-cf-es","ann1534","ann1532_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933","-iki",NA,NA
"181","A_morph-cf-es","ann1673","ann1671_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","akwisha",NA,NA
"182","A_morph-cf-es","ann1678","ann1676_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","sali",NA,NA
"183","A_morph-cf-es","ann1682","ann1680_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933","-tso",NA,NA
"184","A_morph-cf-es","ann1688","ann1686_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","pikwae",NA,NA
"185","A_morph-cf-es","ann1693","ann1691_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","pikwae",NA,NA
"186","A_morph-cf-es","ann1698","ann1696_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","dipa-e",NA,NA
"187","A_morph-cf-es","ann1708","ann1706_flexid_d7f713db-e8cf-11d3-9764-00c04f186933","e-",NA,NA
"188","A_morph-cf-es","ann1712","ann1710_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","apona",NA,NA
"189","A_morph-cf-es","ann1716","ann1714_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933","-ti",NA,NA
"190","A_morph-cf-es","ann1721","ann1719_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933","-ibo",NA,NA
"191","A_morph-cf-es","ann1731","ann1729_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","akwisha",NA,NA
"192","A_morph-cf-es","ann1736","ann1734_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","tsa-ai",NA,NA
"193","A_morph-cf-es","ann1741","ann1739_flexid_d7f713db-e8cf-11d3-9764-00c04f186933","e-",NA,NA
"194","A_morph-cf-es","ann1745","ann1743_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","po",NA,NA
"195","A_morph-cf-es","ann1826","ann1824_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","datsio",NA,NA
"196","A_morph-cf-es","ann1834","ann1832_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","joda",NA,NA
"197","A_morph-cf-es","ann1839","ann1837_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","pobea",NA,NA
"198","A_morph-cf-es","ann1849","ann1847_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","etae",NA,NA
"199","A_morph-cf-es","ann1853","ann1851_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933","-zo",NA,NA
"200","A_morph-cf-es","ann1858","ann1856_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","kwaiya",NA,NA
"201","A_morph-cf-es","ann1863","ann1861_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933","-ibo",NA,NA
"202","A_morph-cf-es","ann1873","ann1871_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","tsiloda",NA,NA
"203","A_morph-cf-es","ann1878","ann1876_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","kwaeme",NA,NA
"204","A_morph-cf-es","ann1883","ann1881_flexid_d7f713db-e8cf-11d3-9764-00c04f186933","e-",NA,NA
"205","A_morph-cf-es","ann1887","ann1885_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","a",NA,NA
"206","A_morph-cf-es","ann1893","ann1891_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","wane",NA,NA
"207","A_morph-cf-es","ann1897","ann1895_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933","-a",NA,NA
"208","A_morph-cf-es","ann1903","ann1901_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","dea",NA,NA
"209","A_morph-cf-es","ann1908","ann1906_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","po",NA,NA
"210","A_morph-cf-es","ann1914","ann1912_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","biyo",NA,NA
"211","A_morph-cf-es","ann1925","ann1923_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","joyati",NA,NA
"212","A_morph-cf-es","ann1930","ann1928_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","noshi",NA,NA
"213","A_morph-cf-es","ann1935","ann1933_flexid_d7f713db-e8cf-11d3-9764-00c04f186933","e-",NA,NA
"214","A_morph-cf-es","ann1939","ann1937_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","a",NA,NA
"215","A_morph-cf-es","ann1950","ann1948_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","datsio",NA,NA
"216","A_morph-cf-es","ann1955","ann1953_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","izoa",NA,NA
"217","A_morph-cf-es","ann1960","ann1958_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","izoa",NA,NA
"218","A_morph-cf-es","ann1965","ann1963_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","bime",NA,NA
"219","A_morph-cf-es","ann1971","ann1969_flexid_d7f713db-e8cf-11d3-9764-00c04f186933","pi-",NA,NA
"220","A_morph-cf-es","ann1976","ann1974_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","kwaiya",NA,NA
"221","A_morph-cf-es","ann1981","ann1979_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933","-ma",NA,NA
"222","A_morph-cf-es","ann1986","ann1984_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","pa",NA,NA
"223","A_morph-cf-es","ann1997","ann1995_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","keoli",NA,NA
"224","A_morph-cf-es","ann2002","ann2000_flexid_d7f713db-e8cf-11d3-9764-00c04f186933","e-",NA,NA
"225","A_morph-cf-es","ann2006","ann2004_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","po",NA,NA
"226","A_morph-cf-es","ann2017","ann2015_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","tseiye",NA,NA
