"","TIER_ID","ANNOTATION_ID","ANNOTATION_REF","VALUE","PREVIOUS_ANNOTATION","EXT_REF"
"2856","A_word-txt-es","ann2019_flexid_1c751558-0e13-4681-a8c6-1b07873cdcf2","ann2009_flexid_618a828a-0ffe-42d3-bea1-e14c2059d8ba","betakata","ann2014_flexid_0ba0d297-5c42-4a63-8795-48745d7e6f16",NA
"2857","A_word-txt-es","ann2028_flexid_82948eef-4a51-4a80-b176-6f053faac1eb","ann2009_flexid_618a828a-0ffe-42d3-bea1-e14c2059d8ba","pa","ann2019_flexid_1c751558-0e13-4681-a8c6-1b07873cdcf2",NA
"2858","A_word-txt-es","ann2038_flexid_c221ace7-b9e8-497a-9807-cf438614a55b","ann2034_flexid_0ef866e7-7a63-4467-88ba-f4e70aec67ca","NW:",NA,NA
"2859","A_word-txt-es","ann2039_flexid_0ba0d297-5c42-4a63-8795-48745d7e6f16","ann2034_flexid_0ef866e7-7a63-4467-88ba-f4e70aec67ca","tseiye","ann2038_flexid_c221ace7-b9e8-497a-9807-cf438614a55b",NA
"2860","A_word-txt-es","ann2044_flexid_b98949a7-2953-4e3f-b118-4cced0fe9e09","ann2034_flexid_0ef866e7-7a63-4467-88ba-f4e70aec67ca","beta","ann2039_flexid_0ba0d297-5c42-4a63-8795-48745d7e6f16",NA
"2861","A_word-txt-es","ann2049_flexid_83c3b794-443f-43fc-abfa-b808c96e67f4","ann2034_flexid_0ef866e7-7a63-4467-88ba-f4e70aec67ca","potso","ann2044_flexid_b98949a7-2953-4e3f-b118-4cced0fe9e09",NA
"2862","A_word-txt-es","ann2064_flexid_c221ace7-b9e8-497a-9807-cf438614a55b","ann2060_flexid_f665994b-efd8-400f-b055-60424a63abc3","NW:",NA,NA
"2863","A_word-txt-es","ann2065_flexid_5f019b46-9ace-4cf9-9fce-bc6a02aab9a5","ann2060_flexid_f665994b-efd8-400f-b055-60424a63abc3","eaponatinitsio","ann2064_flexid_c221ace7-b9e8-497a-9807-cf438614a55b",NA
"2864","A_word-txt-es","ann2091_flexid_c221ace7-b9e8-497a-9807-cf438614a55b","ann2087_flexid_39d03ce2-1297-4096-9d89-ad1e09652d35","NW:",NA,NA
"2865","A_word-txt-es","ann2092_flexid_16cc16e2-cd35-464d-8e85-115a437b413f","ann2087_flexid_39d03ce2-1297-4096-9d89-ad1e09652d35","dipa","ann2091_flexid_c221ace7-b9e8-497a-9807-cf438614a55b",NA
"2866","A_word-txt-es","ann2097_flexid_8e56b6ec-20a5-4abf-acf0-fdf7773adc7a","ann2087_flexid_39d03ce2-1297-4096-9d89-ad1e09652d35","ekwae","ann2092_flexid_16cc16e2-cd35-464d-8e85-115a437b413f",NA
"2867","A_word-txt-es","ann2107_flexid_db83be37-32ec-4bbb-886c-7961b8f02464","ann2087_flexid_39d03ce2-1297-4096-9d89-ad1e09652d35","joda","ann2097_flexid_8e56b6ec-20a5-4abf-acf0-fdf7773adc7a",NA
"2868","A_word-txt-es","ann2112_flexid_734d52a6-6f1a-4e86-8556-fcb14e4487b3","ann2087_flexid_39d03ce2-1297-4096-9d89-ad1e09652d35","bakwedea","ann2107_flexid_db83be37-32ec-4bbb-886c-7961b8f02464",NA
"2869","A_word-txt-es","ann2125_flexid_c221ace7-b9e8-497a-9807-cf438614a55b","ann2121_flexid_9fea013e-e065-4471-92aa-5c615298ff68","NW:",NA,NA
"2870","A_word-txt-es","ann2126_flexid_1048ae2d-f2b4-4a41-a0f3-5da475670636","ann2121_flexid_9fea013e-e065-4471-92aa-5c615298ff68","badi","ann2125_flexid_c221ace7-b9e8-497a-9807-cf438614a55b",NA
"2871","A_word-txt-es","ann2136_flexid_c221ace7-b9e8-497a-9807-cf438614a55b","ann2131_flexid_c2739baa-2660-4d32-b3a0-76cb6866bca0","NW:",NA,NA
"2872","A_word-txt-es","ann2137_flexid_c3c10f72-c76d-44a2-a609-cc1427c1d47d","ann2131_flexid_c2739baa-2660-4d32-b3a0-76cb6866bca0","yani","ann2136_flexid_c221ace7-b9e8-497a-9807-cf438614a55b",NA
"2873","A_word-txt-es","ann2142_flexid_5fc11601-523c-4774-b3bc-4b640d8bac85","ann2131_flexid_c2739baa-2660-4d32-b3a0-76cb6866bca0","midya","ann2137_flexid_c3c10f72-c76d-44a2-a609-cc1427c1d47d",NA
"2874","A_word-txt-es","ann2147","ann2131_flexid_c2739baa-2660-4d32-b3a0-76cb6866bca0","(","ann2142_flexid_5fc11601-523c-4774-b3bc-4b640d8bac85","er1"
"2875","A_word-txt-es","ann2148_flexid_83b2f33b-fdc6-4aa8-844c-1d8238f0b1e7","ann2131_flexid_c2739baa-2660-4d32-b3a0-76cb6866bca0","pami","ann2147",NA
"2876","A_word-txt-es","ann2149","ann2131_flexid_c2739baa-2660-4d32-b3a0-76cb6866bca0","|","ann2148_flexid_83b2f33b-fdc6-4aa8-844c-1d8238f0b1e7","er1"
"2877","A_word-txt-es","ann2150_flexid_65215c41-125d-4945-8e72-f04a6515f77a","ann2131_flexid_c2739baa-2660-4d32-b3a0-76cb6866bca0","mi","ann2149",NA
"2878","A_word-txt-es","ann2156_flexid_3889fed8-e1ca-4497-a5fb-a9d836f25d61","ann2131_flexid_c2739baa-2660-4d32-b3a0-76cb6866bca0","kia","ann2150_flexid_65215c41-125d-4945-8e72-f04a6515f77a",NA
"2879","A_word-txt-es","ann2162","ann2131_flexid_c2739baa-2660-4d32-b3a0-76cb6866bca0",")","ann2156_flexid_3889fed8-e1ca-4497-a5fb-a9d836f25d61","er1"
"2880","A_word-txt-es","ann2163_flexid_71001c38-29b8-4f44-b89f-ba1b2c622440","ann2131_flexid_c2739baa-2660-4d32-b3a0-76cb6866bca0","tseda","ann2162",NA
"2881","A_word-txt-es","ann2169_flexid_ce45e408-1cd5-486f-adab-191fde99b8d4","ann2131_flexid_c2739baa-2660-4d32-b3a0-76cb6866bca0","po","ann2163_flexid_71001c38-29b8-4f44-b89f-ba1b2c622440",NA
"2882","A_word-txt-es","ann2175_flexid_abdbc531-cadb-4cdf-a714-e96e11e9a174","ann2131_flexid_c2739baa-2660-4d32-b3a0-76cb6866bca0","awikishoditame","ann2169_flexid_ce45e408-1cd5-486f-adab-191fde99b8d4",NA
"2883","A_word-txt-es","ann2344_flexid_c221ace7-b9e8-497a-9807-cf438614a55b","ann2340_flexid_3363fe6b-672c-45a3-b431-0172fd3321ea","NW:",NA,NA
"2884","A_word-txt-es","ann2345_flexid_c3c10f72-c76d-44a2-a609-cc1427c1d47d","ann2340_flexid_3363fe6b-672c-45a3-b431-0172fd3321ea","yani","ann2344_flexid_c221ace7-b9e8-497a-9807-cf438614a55b",NA
"2885","A_word-txt-es","ann2350_flexid_75d93b38-8b15-4647-accc-33c5d6623f4c","ann2340_flexid_3363fe6b-672c-45a3-b431-0172fd3321ea","awiki","ann2345_flexid_c3c10f72-c76d-44a2-a609-cc1427c1d47d",NA
"2886","A_word-txt-es","ann2399_flexid_c221ace7-b9e8-497a-9807-cf438614a55b","ann2395_flexid_e85f066a-61fd-4277-9084-555ac3e01e07","NW:",NA,NA
"2887","A_word-txt-es","ann2400_flexid_7e83ffab-d999-40b2-b18e-89cecf73af4e","ann2395_flexid_e85f066a-61fd-4277-9084-555ac3e01e07","dibojaekatatsio","ann2399_flexid_c221ace7-b9e8-497a-9807-cf438614a55b",NA
"2888","A_word-txt-es","ann2426_flexid_c221ace7-b9e8-497a-9807-cf438614a55b","ann2422_flexid_915d7d68-fad5-484d-9d47-6cee3f9e8cc7","NW:",NA,NA
"2889","A_word-txt-es","ann2427_flexid_1048ae2d-f2b4-4a41-a0f3-5da475670636","ann2422_flexid_915d7d68-fad5-484d-9d47-6cee3f9e8cc7","badi","ann2426_flexid_c221ace7-b9e8-497a-9807-cf438614a55b",NA
"2890","A_word-txt-es","ann2432_flexid_c2a830a7-90e6-48bd-8b1c-04c77e32a66a","ann2422_flexid_915d7d68-fad5-484d-9d47-6cee3f9e8cc7","pobea","ann2427_flexid_1048ae2d-f2b4-4a41-a0f3-5da475670636",NA
"2891","A_word-txt-es","ann2441_flexid_c221ace7-b9e8-497a-9807-cf438614a55b","ann2437_flexid_87a977c9-6c8e-4c0a-a2fd-297a03980cdc","NW:",NA,NA
"2892","A_word-txt-es","ann2442_flexid_d20f9b1e-3996-4dba-bf4e-84a1ca0907bd","ann2437_flexid_87a977c9-6c8e-4c0a-a2fd-297a03980cdc","ajaikata","ann2441_flexid_c221ace7-b9e8-497a-9807-cf438614a55b",NA
"2893","A_word-txt-es","ann2455_flexid_c221ace7-b9e8-497a-9807-cf438614a55b","ann2451_flexid_029db319-9a1e-4e2f-b5c3-96e81127a074","NW:",NA,NA
"2894","A_word-txt-es","ann2456_flexid_56afbef6-eb02-4b66-8b88-6ecc4e3e9c9b","ann2451_flexid_029db319-9a1e-4e2f-b5c3-96e81127a074","datsio","ann2455_flexid_c221ace7-b9e8-497a-9807-cf438614a55b",NA
"2895","A_word-txt-es","ann2461_flexid_4ef21e46-6e7e-4544-99f0-dd7c4835b954","ann2451_flexid_029db319-9a1e-4e2f-b5c3-96e81127a074","netia","ann2456_flexid_56afbef6-eb02-4b66-8b88-6ecc4e3e9c9b",NA
"2896","A_word-txt-es","ann2471_flexid_3a61294b-91e4-4097-919a-75c2b8415bde","ann2451_flexid_029db319-9a1e-4e2f-b5c3-96e81127a074","akwishao","ann2461_flexid_4ef21e46-6e7e-4544-99f0-dd7c4835b954",NA
"2897","A_word-txt-es","ann2521_flexid_c221ace7-b9e8-497a-9807-cf438614a55b","ann2516_flexid_efa10a05-3f94-41e3-bc1c-d44c73e2515d","NW:",NA,NA
"2898","A_word-txt-es","ann2522_flexid_1f30cd09-8960-4e1f-81f5-ddaa1a3185e7","ann2516_flexid_efa10a05-3f94-41e3-bc1c-d44c73e2515d","bado","ann2521_flexid_c221ace7-b9e8-497a-9807-cf438614a55b",NA
"2899","A_word-txt-es","ann2527_flexid_a1b0e7f7-e614-4f5f-a6e3-ec1a1ba7c4e6","ann2516_flexid_efa10a05-3f94-41e3-bc1c-d44c73e2515d","batawe","ann2522_flexid_1f30cd09-8960-4e1f-81f5-ddaa1a3185e7",NA
"2900","A_word-txt-es","ann2532_flexid_3962a413-85e4-44fd-bf88-0d050897228a","ann2516_flexid_efa10a05-3f94-41e3-bc1c-d44c73e2515d","abaokata","ann2527_flexid_a1b0e7f7-e614-4f5f-a6e3-ec1a1ba7c4e6",NA
"2901","A_word-txt-es","ann2541_flexid_8093bc08-bb12-43cb-b90b-2a9d0acfcd0f","ann2516_flexid_efa10a05-3f94-41e3-bc1c-d44c73e2515d","amaekata","ann2532_flexid_3962a413-85e4-44fd-bf88-0d050897228a",NA
"2902","A_word-txt-es","ann2550_flexid_814e9137-e4c6-4fee-9e7c-11f451b6ffe8","ann2516_flexid_efa10a05-3f94-41e3-bc1c-d44c73e2515d","pometse","ann2541_flexid_8093bc08-bb12-43cb-b90b-2a9d0acfcd0f",NA
"2903","A_word-txt-es","ann2578_flexid_c221ace7-b9e8-497a-9807-cf438614a55b","ann2574_flexid_e65f27f5-8005-4e8a-8cab-5b560d549cb0","NW:",NA,NA
"2904","A_word-txt-es","ann2579_flexid_365c16cb-461b-47cd-ae9d-07a5429baa01","ann2574_flexid_e65f27f5-8005-4e8a-8cab-5b560d549cb0","ijí","ann2578_flexid_c221ace7-b9e8-497a-9807-cf438614a55b",NA
"2905","A_word-txt-es","ann2584_flexid_5bd66e85-4640-4fe7-90d7-75751fd2e118","ann2574_flexid_e65f27f5-8005-4e8a-8cab-5b560d549cb0","atso","ann2579_flexid_365c16cb-461b-47cd-ae9d-07a5429baa01",NA
"2906","A_word-txt-es","ann2595_flexid_1bcb23a7-f11d-4855-815f-0562a7083b37","ann2574_flexid_e65f27f5-8005-4e8a-8cab-5b560d549cb0","boteke","ann2584_flexid_5bd66e85-4640-4fe7-90d7-75751fd2e118",NA
"2907","A_word-txt-es","ann2605_flexid_82a6c762-8b75-437b-90b3-5bdb0373f21a","ann2574_flexid_e65f27f5-8005-4e8a-8cab-5b560d549cb0","ea","ann2595_flexid_1bcb23a7-f11d-4855-815f-0562a7083b37",NA
"2908","A_word-txt-es","ann2678_flexid_c221ace7-b9e8-497a-9807-cf438614a55b","ann2673_flexid_de719a3b-abe4-4741-bca2-48f9e92510d9","NW:",NA,NA
"2909","A_word-txt-es","ann2679_flexid_c4063cc7-3127-4bca-bb0d-7c01a17170b7","ann2673_flexid_de719a3b-abe4-4741-bca2-48f9e92510d9","tso","ann2678_flexid_c221ace7-b9e8-497a-9807-cf438614a55b",NA
"2910","A_word-txt-es","ann2685_flexid_e7081747-1a79-4583-9041-deea202d3531","ann2673_flexid_de719a3b-abe4-4741-bca2-48f9e92510d9","botemeibo","ann2679_flexid_c4063cc7-3127-4bca-bb0d-7c01a17170b7",NA
"2911","A_word-txt-es","ann2698","ann2673_flexid_de719a3b-abe4-4741-bca2-48f9e92510d9","|","ann2685_flexid_e7081747-1a79-4583-9041-deea202d3531","er1"
"2912","A_word-txt-es","ann2699_flexid_6713a767-95fd-417d-a72f-ca4014ad8269","ann2673_flexid_de719a3b-abe4-4741-bca2-48f9e92510d9","motemeibo","ann2698",NA
"2913","A_word-txt-es","ann2998_flexid_c221ace7-b9e8-497a-9807-cf438614a55b","ann2994_flexid_50f0c9d5-4cdb-4b85-a851-bee95971ffbe","NW:",NA,NA
"2914","A_word-txt-es","ann2999_flexid_6eb2ffc7-f26b-4d0b-b1cd-35aa926ba4dd","ann2994_flexid_50f0c9d5-4cdb-4b85-a851-bee95971ffbe","botetso","ann2998_flexid_c221ace7-b9e8-497a-9807-cf438614a55b",NA
"2915","A_word-txt-es","ann3009_flexid_eab0b911-6095-42d5-aa79-6feaf80de886","ann2994_flexid_50f0c9d5-4cdb-4b85-a851-bee95971ffbe","eshoi","ann2999_flexid_6eb2ffc7-f26b-4d0b-b1cd-35aa926ba4dd",NA
"2916","A_word-txt-es","ann3018_flexid_c221ace7-b9e8-497a-9807-cf438614a55b","ann3014_flexid_c9bd1f59-8e5b-4b73-9a8d-48840fa307ac","NW:",NA,NA
"2917","A_word-txt-es","ann3019_flexid_6f8bca7e-4046-48fc-82d5-c1632c8a517a","ann3014_flexid_c9bd1f59-8e5b-4b73-9a8d-48840fa307ac","badia","ann3018_flexid_c221ace7-b9e8-497a-9807-cf438614a55b",NA
"2918","A_word-txt-es","ann3029","ann3014_flexid_c9bd1f59-8e5b-4b73-9a8d-48840fa307ac","...","ann3019_flexid_6f8bca7e-4046-48fc-82d5-c1632c8a517a","er1"
"2919","A_word-txt-es","ann3034_flexid_c221ace7-b9e8-497a-9807-cf438614a55b","ann3030_flexid_a6be7ef9-bf61-4761-b26f-99c4feedb337","NW:",NA,NA
"2920","A_word-txt-es","ann3035_flexid_45ae555a-33bc-4609-b3f6-06deca67cf37","ann3030_flexid_a6be7ef9-bf61-4761-b26f-99c4feedb337","bakwe","ann3034_flexid_c221ace7-b9e8-497a-9807-cf438614a55b",NA
"2921","A_word-txt-es","ann3040_flexid_0f16d995-b7a8-4e08-be38-109747ff8a61","ann3030_flexid_a6be7ef9-bf61-4761-b26f-99c4feedb337","laleneti","ann3035_flexid_45ae555a-33bc-4609-b3f6-06deca67cf37",NA
"2922","A_word-txt-es","ann3056_flexid_c221ace7-b9e8-497a-9807-cf438614a55b","ann3051_flexid_f79fefa7-1025-43ce-9002-bf695685f9ce","NW:",NA,NA
"2923","A_word-txt-es","ann3057_flexid_5bd66e85-4640-4fe7-90d7-75751fd2e118","ann3051_flexid_f79fefa7-1025-43ce-9002-bf695685f9ce","atso","ann3056_flexid_c221ace7-b9e8-497a-9807-cf438614a55b",NA
"2924","A_word-txt-es","ann3068","ann3051_flexid_f79fefa7-1025-43ce-9002-bf695685f9ce","...","ann3057_flexid_5bd66e85-4640-4fe7-90d7-75751fd2e118","er1"
"2925","A_word-txt-es","ann3069_flexid_5bd66e85-4640-4fe7-90d7-75751fd2e118","ann3051_flexid_f79fefa7-1025-43ce-9002-bf695685f9ce","atso","ann3068",NA
"2926","A_word-txt-es","ann3080_flexid_6f8bca7e-4046-48fc-82d5-c1632c8a517a","ann3051_flexid_f79fefa7-1025-43ce-9002-bf695685f9ce","badia","ann3069_flexid_5bd66e85-4640-4fe7-90d7-75751fd2e118",NA
"2927","A_word-txt-es","ann3090_flexid_16be06ab-3f80-49c4-a382-f0298fad70a6","ann3051_flexid_f79fefa7-1025-43ce-9002-bf695685f9ce","bajome","ann3080_flexid_6f8bca7e-4046-48fc-82d5-c1632c8a517a",NA
"2928","A_word-txt-es","ann3095_flexid_86703b62-80b9-4869-a7a1-e68cffd24740","ann3051_flexid_f79fefa7-1025-43ce-9002-bf695685f9ce","peada","ann3090_flexid_16be06ab-3f80-49c4-a382-f0298fad70a6",NA
"2929","A_word-txt-es","ann3101_flexid_a198de22-3734-4352-8811-2de9dcda8d7f","ann3051_flexid_f79fefa7-1025-43ce-9002-bf695685f9ce","eishe","ann3095_flexid_86703b62-80b9-4869-a7a1-e68cffd24740",NA
"2930","A_word-txt-es","ann3114_flexid_c221ace7-b9e8-497a-9807-cf438614a55b","ann3110_flexid_f7ef70e7-ec78-484a-a9dc-83269c55ec28","NW:",NA,NA
"2931","A_word-txt-es","ann3115_flexid_3265e488-fb17-4666-930a-098fee914fad","ann3110_flexid_f7ef70e7-ec78-484a-a9dc-83269c55ec28","dipawe","ann3114_flexid_c221ace7-b9e8-497a-9807-cf438614a55b",NA
"2932","A_word-txt-es","ann3120_flexid_0f16d995-b7a8-4e08-be38-109747ff8a61","ann3110_flexid_f7ef70e7-ec78-484a-a9dc-83269c55ec28","laleneti","ann3115_flexid_3265e488-fb17-4666-930a-098fee914fad",NA
"2933","A_word-txt-es","ann3131_flexid_7bc17a71-d88b-4080-b533-7e35522d31dc","ann3110_flexid_f7ef70e7-ec78-484a-a9dc-83269c55ec28","dodi","ann3120_flexid_0f16d995-b7a8-4e08-be38-109747ff8a61",NA
"2934","A_word-txt-es","ann3141_flexid_c221ace7-b9e8-497a-9807-cf438614a55b","ann3136_flexid_2d28de16-4b04-4891-86a0-ed4691082d30","NW:",NA,NA
"2935","A_word-txt-es","ann3142_flexid_ccc30542-2d0b-477c-965a-181927e0c8bc","ann3136_flexid_2d28de16-4b04-4891-86a0-ed4691082d30","bakwa","ann3141_flexid_c221ace7-b9e8-497a-9807-cf438614a55b",NA
"2936","A_word-txt-es","ann3148_flexid_d9aedd14-34c0-4e22-aea4-f5901d3e6374","ann3136_flexid_2d28de16-4b04-4891-86a0-ed4691082d30","takwa","ann3142_flexid_ccc30542-2d0b-477c-965a-181927e0c8bc",NA
"2937","A_word-txt-es","ann3153_flexid_460dc100-8ec5-4f9d-b407-d9d16fb2c411","ann3136_flexid_2d28de16-4b04-4891-86a0-ed4691082d30","donoilale","ann3148_flexid_d9aedd14-34c0-4e22-aea4-f5901d3e6374",NA
"2938","A_word-txt-es","ann3162_flexid_c221ace7-b9e8-497a-9807-cf438614a55b","ann3158_flexid_f426ba80-ab81-4d0f-9d42-2ce3b8728e45","NW:",NA,NA
"2939","A_word-txt-es","ann3163_flexid_4a2cb79c-ad8d-4a47-a2b5-ccb4e227972d","ann3158_flexid_f426ba80-ab81-4d0f-9d42-2ce3b8728e45","wada","ann3162_flexid_c221ace7-b9e8-497a-9807-cf438614a55b",NA
"2940","A_word-txt-es","ann3168_flexid_8173fb33-0a29-4e29-a88c-8968239792e5","ann3158_flexid_f426ba80-ab81-4d0f-9d42-2ce3b8728e45","padi","ann3163_flexid_4a2cb79c-ad8d-4a47-a2b5-ccb4e227972d",NA
"2941","A_word-txt-es","ann3178_flexid_82e3ad23-980a-4a56-8f8e-947b2ba6fc45","ann3158_flexid_f426ba80-ab81-4d0f-9d42-2ce3b8728e45","ezae","ann3168_flexid_8173fb33-0a29-4e29-a88c-8968239792e5",NA
"2942","A_word-txt-es","ann3217_flexid_c221ace7-b9e8-497a-9807-cf438614a55b","ann3213_flexid_066c1ce3-74b0-488c-8901-cf74c4fb479a","NW:",NA,NA
"2943","A_word-txt-es","ann3218_flexid_ccc30542-2d0b-477c-965a-181927e0c8bc","ann3213_flexid_066c1ce3-74b0-488c-8901-cf74c4fb479a","bakwa","ann3217_flexid_c221ace7-b9e8-497a-9807-cf438614a55b",NA
"2944","A_word-txt-es","ann3224_flexid_f79e288f-0c0c-45aa-a49d-f6916f620b15","ann3213_flexid_066c1ce3-74b0-488c-8901-cf74c4fb479a","takwa,","ann3218_flexid_ccc30542-2d0b-477c-965a-181927e0c8bc",NA
"2945","A_word-txt-es","ann3230_flexid_d9aedd14-34c0-4e22-aea4-f5901d3e6374","ann3213_flexid_066c1ce3-74b0-488c-8901-cf74c4fb479a","takwa","ann3224_flexid_f79e288f-0c0c-45aa-a49d-f6916f620b15",NA
"2946","A_word-txt-es","ann3235_flexid_b3c14f67-0853-46c3-96e1-7721e6242083","ann3213_flexid_066c1ce3-74b0-488c-8901-cf74c4fb479a","mo","ann3230_flexid_d9aedd14-34c0-4e22-aea4-f5901d3e6374",NA
"2947","A_word-txt-es","ann3241_flexid_43c9d4d0-13b8-4e72-a008-3c67e99fcd9d","ann3213_flexid_066c1ce3-74b0-488c-8901-cf74c4fb479a","donaiboke","ann3235_flexid_b3c14f67-0853-46c3-96e1-7721e6242083",NA
"2948","A_word-txt-es","ann3255_flexid_82a6c762-8b75-437b-90b3-5bdb0373f21a","ann3213_flexid_066c1ce3-74b0-488c-8901-cf74c4fb479a","ea","ann3241_flexid_43c9d4d0-13b8-4e72-a008-3c67e99fcd9d",NA
"2949","A_word-txt-es","ann3270_flexid_c221ace7-b9e8-497a-9807-cf438614a55b","ann3265_flexid_717cef2a-f883-4ba0-8350-d4a3736bd985","NW:",NA,NA
"2950","A_word-txt-es","ann3271_flexid_ccc30542-2d0b-477c-965a-181927e0c8bc","ann3265_flexid_717cef2a-f883-4ba0-8350-d4a3736bd985","bakwa","ann3270_flexid_c221ace7-b9e8-497a-9807-cf438614a55b",NA
"2951","A_word-txt-es","ann3277_flexid_4a2cb79c-ad8d-4a47-a2b5-ccb4e227972d","ann3265_flexid_717cef2a-f883-4ba0-8350-d4a3736bd985","wada","ann3271_flexid_ccc30542-2d0b-477c-965a-181927e0c8bc",NA
"2952","A_word-txt-es","ann3282_flexid_10db6cbc-ab9a-48b1-b111-148bb61104a8","ann3265_flexid_717cef2a-f883-4ba0-8350-d4a3736bd985","edia","ann3277_flexid_4a2cb79c-ad8d-4a47-a2b5-ccb4e227972d",NA
"2953","A_word-txt-es","ann3297_flexid_6f8bca7e-4046-48fc-82d5-c1632c8a517a","ann3265_flexid_717cef2a-f883-4ba0-8350-d4a3736bd985","badia","ann3282_flexid_10db6cbc-ab9a-48b1-b111-148bb61104a8",NA
"2954","A_word-txt-es","ann3409_flexid_c221ace7-b9e8-497a-9807-cf438614a55b","ann3405_flexid_bf563739-a1dd-4e4e-bcba-05a8241b9c91","NW:",NA,NA
"2955","A_word-txt-es","ann3410_flexid_0ba0d297-5c42-4a63-8795-48745d7e6f16","ann3405_flexid_bf563739-a1dd-4e4e-bcba-05a8241b9c91","tseiye","ann3409_flexid_c221ace7-b9e8-497a-9807-cf438614a55b",NA
"2956","A_word-txt-es","ann3415_flexid_f91e6add-8534-4249-a7bb-3f920f1d7809","ann3405_flexid_bf563739-a1dd-4e4e-bcba-05a8241b9c91","kimisha","ann3410_flexid_0ba0d297-5c42-4a63-8795-48745d7e6f16",NA
"2957","A_word-txt-es","ann3420_flexid_83c3b794-443f-43fc-abfa-b808c96e67f4","ann3405_flexid_bf563739-a1dd-4e4e-bcba-05a8241b9c91","potso","ann3415_flexid_f91e6add-8534-4249-a7bb-3f920f1d7809",NA
"2958","A_word-txt-es","ann3431_flexid_4dcf487e-f7ef-4133-b565-36a0b770db98","ann3405_flexid_bf563739-a1dd-4e4e-bcba-05a8241b9c91","kwaiyatibo","ann3420_flexid_83c3b794-443f-43fc-abfa-b808c96e67f4",NA
"2959","A_word-txt-es","ann3529_flexid_c221ace7-b9e8-497a-9807-cf438614a55b","ann3525_flexid_933a2b18-36d2-43a9-baff-2637b9a77a6e","NW:",NA,NA
"2960","A_word-txt-es","ann3530_flexid_145bae84-61a9-472a-98e1-33b3ee8a0914","ann3525_flexid_933a2b18-36d2-43a9-baff-2637b9a77a6e","aponabeneje","ann3529_flexid_c221ace7-b9e8-497a-9807-cf438614a55b",NA
"2961","A_word-txt-es","ann3544_flexid_c221ace7-b9e8-497a-9807-cf438614a55b","ann3539_flexid_8bb61835-63f8-4bf9-9987-d5bd48ca3dae","NW:",NA,NA
"2962","A_word-txt-es","ann3545_flexid_89cafe3e-e8d4-4973-bac6-85694cdf85f7","ann3539_flexid_8bb61835-63f8-4bf9-9987-d5bd48ca3dae","wakwalaja","ann3544_flexid_c221ace7-b9e8-497a-9807-cf438614a55b",NA
"2963","A_word-txt-es","ann3555_flexid_aebf91c4-bf54-4ba9-9c87-809dcbef7337","ann3539_flexid_8bb61835-63f8-4bf9-9987-d5bd48ca3dae","laba","ann3545_flexid_89cafe3e-e8d4-4973-bac6-85694cdf85f7",NA
"2964","A_word-txt-es","ann3560_flexid_f0653c41-16e3-4530-91b9-5c168d51d28a","ann3539_flexid_8bb61835-63f8-4bf9-9987-d5bd48ca3dae","teliniatanitsio","ann3555_flexid_aebf91c4-bf54-4ba9-9c87-809dcbef7337",NA
"2965","A_word-txt-es","ann3583_flexid_002517aa-80d0-4369-9bf3-dd4afbe023ce","ann3539_flexid_8bb61835-63f8-4bf9-9987-d5bd48ca3dae","kwaiya","ann3560_flexid_f0653c41-16e3-4530-91b9-5c168d51d28a",NA
"2966","A_word-txt-es","ann3594_flexid_c221ace7-b9e8-497a-9807-cf438614a55b","ann3590_flexid_8244fe68-2f95-45fc-9f72-eb716a21be0e","NW:",NA,NA
"2967","A_word-txt-es","ann3595_flexid_e26b06e2-41e8-4eb6-9f7e-8f754cd61403","ann3590_flexid_8244fe68-2f95-45fc-9f72-eb716a21be0e","pakwaiyaibo","ann3594_flexid_c221ace7-b9e8-497a-9807-cf438614a55b",NA
"2968","A_word-txt-es","ann3615_flexid_c221ace7-b9e8-497a-9807-cf438614a55b","ann3610_flexid_07bfd94a-40e3-4970-ae36-f72731910583","NW:",NA,NA
"2969","A_word-txt-es","ann3616_flexid_82f6c37f-4038-4905-af59-e79f1d43c35e","ann3610_flexid_07bfd94a-40e3-4970-ae36-f72731910583","kwaiyaiboanitsio","ann3615_flexid_c221ace7-b9e8-497a-9807-cf438614a55b",NA
"2970","A_word-txt-es","ann3634_flexid_f0d1bf67-968d-4455-ac1c-16139681f4bb","ann3610_flexid_07bfd94a-40e3-4970-ae36-f72731910583","pona","ann3616_flexid_82f6c37f-4038-4905-af59-e79f1d43c35e",NA
"2971","A_word-txt-es","ann3640_flexid_ab9a8313-f1cd-4463-8c09-0f30655d2969","ann3610_flexid_07bfd94a-40e3-4970-ae36-f72731910583","apo","ann3634_flexid_f0d1bf67-968d-4455-ac1c-16139681f4bb",NA
"2972","A_word-txt-es","ann3645_flexid_6052395b-7c0e-4f8d-b3bd-68c40334dbca","ann3610_flexid_07bfd94a-40e3-4970-ae36-f72731910583","tsio","ann3640_flexid_ab9a8313-f1cd-4463-8c09-0f30655d2969",NA
"2973","A_word-txt-es","ann3650_flexid_c2a830a7-90e6-48bd-8b1c-04c77e32a66a","ann3610_flexid_07bfd94a-40e3-4970-ae36-f72731910583","pobea","ann3645_flexid_6052395b-7c0e-4f8d-b3bd-68c40334dbca",NA
"2974","A_word-txt-es","ann3659_flexid_c221ace7-b9e8-497a-9807-cf438614a55b","ann3655_flexid_8b9d0451-f085-4243-a19c-dd6e1ac18c94","NW:",NA,NA
