"","TIER_ID","ANNOTATION_ID","VALUE","t0.id","t0","t1.id","t1","filename","atype","ANNOTATION_REF","PREVIOUS_ANNOTATION","EXT_REF"
"1337","A_morph-hn-es","ann3440","1",NA,NA,NA,NA,"ara_2613_glossed_2.eaf","REF","ann3437_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933",NA,NA
"1338","A_morph-hn-es","ann3553","1",NA,NA,NA,NA,"ara_2613_glossed_2.eaf","REF","ann3550_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933",NA,NA
"1339","A_morph-hn-es","ann3564","1",NA,NA,NA,NA,"ara_2613_glossed_2.eaf","REF","ann3561_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933",NA,NA
"1340","A_morph-hn-es","ann3569","2",NA,NA,NA,NA,"ara_2613_glossed_2.eaf","REF","ann3566_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933",NA,NA
"1341","A_morph-hn-es","ann3587","2",NA,NA,NA,NA,"ara_2613_glossed_2.eaf","REF","ann3584_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933",NA,NA
"1342","A_morph-hn-es","ann3599","1",NA,NA,NA,NA,"ara_2613_glossed_2.eaf","REF","ann3596_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933",NA,NA
"1343","A_morph-hn-es","ann3604","2",NA,NA,NA,NA,"ara_2613_glossed_2.eaf","REF","ann3601_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933",NA,NA
"1344","A_morph-hn-es","ann3620","2",NA,NA,NA,NA,"ara_2613_glossed_2.eaf","REF","ann3617_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933",NA,NA
"1345","A_morph-hn-es","ann3638","1",NA,NA,NA,NA,"ara_2613_glossed_2.eaf","REF","ann3635_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933",NA,NA
"1346","A_morph-hn-es","ann3678","3",NA,NA,NA,NA,"ara_2613_glossed_2.eaf","REF","ann3675_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933",NA,NA
"1347","A_morph-hn-es","ann3684","2",NA,NA,NA,NA,"ara_2613_glossed_2.eaf","REF","ann3681_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933",NA,NA
"1348","A_morph-hn-es","ann3693","3",NA,NA,NA,NA,"ara_2613_glossed_2.eaf","REF","ann3690_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933",NA,NA
"1349","A_morph-hn-es","ann3743","1",NA,NA,NA,NA,"ara_2613_glossed_2.eaf","REF","ann3740_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933",NA,NA
"1350","A_morph-hn-es","ann3763","2",NA,NA,NA,NA,"ara_2613_glossed_2.eaf","REF","ann3760_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933",NA,NA
"1351","A_morph-hn-es","ann3772","3",NA,NA,NA,NA,"ara_2613_glossed_2.eaf","REF","ann3769_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933",NA,NA
"1352","A_morph-hn-es","ann3807","1",NA,NA,NA,NA,"ara_2613_glossed_2.eaf","REF","ann3804_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933",NA,NA
"1353","A_morph-hn-es","ann3817","3",NA,NA,NA,NA,"ara_2613_glossed_2.eaf","REF","ann3814_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933",NA,NA
"1354","A_morph-hn-es","ann3838","1",NA,NA,NA,NA,"ara_2613_glossed_2.eaf","REF","ann3835_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933",NA,NA
"1355","A_morph-hn-es","ann3843","3",NA,NA,NA,NA,"ara_2613_glossed_2.eaf","REF","ann3840_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933",NA,NA
"1356","A_morph-hn-es","ann3875","1",NA,NA,NA,NA,"ara_2613_glossed_2.eaf","REF","ann3872_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933",NA,NA
"1357","A_morph-hn-es","ann3880","1",NA,NA,NA,NA,"ara_2613_glossed_2.eaf","REF","ann3877_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933",NA,NA
"1358","A_morph-hn-es","ann3901","3",NA,NA,NA,NA,"ara_2613_glossed_2.eaf","REF","ann3898_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933",NA,NA
"1359","A_morph-hn-es","ann3935","2",NA,NA,NA,NA,"ara_2613_glossed_2.eaf","REF","ann3932_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933",NA,NA
"1360","A_morph-hn-es","ann3951","1",NA,NA,NA,NA,"ara_2613_glossed_2.eaf","REF","ann3948_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933",NA,NA
"1361","A_morph-hn-es","ann3965","2",NA,NA,NA,NA,"ara_2613_glossed_2.eaf","REF","ann3962_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933",NA,NA
"1362","A_morph-hn-es","ann3972","1",NA,NA,NA,NA,"ara_2613_glossed_2.eaf","REF","ann3969_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933",NA,NA
"1363","A_morph-hn-es","ann3977","1",NA,NA,NA,NA,"ara_2613_glossed_2.eaf","REF","ann3974_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933",NA,NA
"1364","A_morph-hn-es","ann3988","2",NA,NA,NA,NA,"ara_2613_glossed_2.eaf","REF","ann3985_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933",NA,NA
"1365","A_morph-hn-es","ann4005","1",NA,NA,NA,NA,"ara_2613_glossed_2.eaf","REF","ann4002_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933",NA,NA
"1366","A_morph-hn-es","ann4011","1",NA,NA,NA,NA,"ara_2613_glossed_2.eaf","REF","ann4008_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933",NA,NA
"1367","A_morph-hn-es","ann4042","2",NA,NA,NA,NA,"ara_2613_glossed_2.eaf","REF","ann4039_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933",NA,NA
"1368","A_morph-hn-es","ann4063","2",NA,NA,NA,NA,"ara_2613_glossed_2.eaf","REF","ann4060_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933",NA,NA
"1369","A_morph-hn-es","ann4069","2",NA,NA,NA,NA,"ara_2613_glossed_2.eaf","REF","ann4066_flexid_d7f713db-e8cf-11d3-9764-00c04f186933",NA,NA
"1370","A_morph-hn-es","ann4074","1",NA,NA,NA,NA,"ara_2613_glossed_2.eaf","REF","ann4071_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933",NA,NA
"1371","A_morph-hn-es","ann4084","1",NA,NA,NA,NA,"ara_2613_glossed_2.eaf","REF","ann4081_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933",NA,NA
"1372","A_morph-hn-es","ann4089","1",NA,NA,NA,NA,"ara_2613_glossed_2.eaf","REF","ann4086_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933",NA,NA
"1373","A_morph-hn-es","ann4099","3",NA,NA,NA,NA,"ara_2613_glossed_2.eaf","REF","ann4096_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933",NA,NA
"1374","A_morph-hn-es","ann4106","1",NA,NA,NA,NA,"ara_2613_glossed_2.eaf","REF","ann4103_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933",NA,NA
"1375","A_morph-hn-es","ann4147","1",NA,NA,NA,NA,"ara_2613_glossed_2.eaf","REF","ann4144_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933",NA,NA
"1376","A_morph-hn-es","ann4152","3",NA,NA,NA,NA,"ara_2613_glossed_2.eaf","REF","ann4149_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933",NA,NA
"1377","A_morph-hn-es","ann4180","1",NA,NA,NA,NA,"ara_2613_glossed_2.eaf","REF","ann4177_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933",NA,NA
"1378","A_morph-hn-es","ann4189","2",NA,NA,NA,NA,"ara_2613_glossed_2.eaf","REF","ann4186_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933",NA,NA
"1379","A_morph-hn-es","ann4199","1",NA,NA,NA,NA,"ara_2613_glossed_2.eaf","REF","ann4196_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933",NA,NA
"1380","A_morph-hn-es","ann4204","3",NA,NA,NA,NA,"ara_2613_glossed_2.eaf","REF","ann4201_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933",NA,NA
"1381","A_morph-hn-es","ann4219","1",NA,NA,NA,NA,"ara_2613_glossed_2.eaf","REF","ann4216_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933",NA,NA
"1382","A_morph-hn-es","ann4224","3",NA,NA,NA,NA,"ara_2613_glossed_2.eaf","REF","ann4221_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933",NA,NA
"1383","A_morph-hn-es","ann4313","1",NA,NA,NA,NA,"ara_2613_glossed_2.eaf","REF","ann4310_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933",NA,NA
"1384","A_morph-hn-es","ann4329","1",NA,NA,NA,NA,"ara_2613_glossed_2.eaf","REF","ann4326_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933",NA,NA
"1385","A_morph-hn-es","ann4346","1",NA,NA,NA,NA,"ara_2613_glossed_2.eaf","REF","ann4343_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933",NA,NA
"1386","A_morph-hn-es","ann4355","2",NA,NA,NA,NA,"ara_2613_glossed_2.eaf","REF","ann4352_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933",NA,NA
"1387","A_morph-hn-es","ann4376","1",NA,NA,NA,NA,"ara_2613_glossed_2.eaf","REF","ann4373_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933",NA,NA
"1388","A_morph-hn-es","ann4419","1",NA,NA,NA,NA,"ara_2613_glossed_2.eaf","REF","ann4416_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933",NA,NA
"1389","A_morph-hn-es","ann4424","2",NA,NA,NA,NA,"ara_2613_glossed_2.eaf","REF","ann4421_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933",NA,NA
"1390","A_morph-hn-es","ann4501","1",NA,NA,NA,NA,"ara_2613_glossed_2.eaf","REF","ann4498_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933",NA,NA
"1391","A_morph-hn-es","ann4547","1",NA,NA,NA,NA,"ara_2613_glossed_2.eaf","REF","ann4544_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933",NA,NA
"1392","A_morph-hn-es","ann4563","4",NA,NA,NA,NA,"ara_2613_glossed_2.eaf","REF","ann4560_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933",NA,NA
"1393","A_morph-hn-es","ann4569","1",NA,NA,NA,NA,"ara_2613_glossed_2.eaf","REF","ann4566_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933",NA,NA
"1394","A_morph-hn-es","ann4575","4",NA,NA,NA,NA,"ara_2613_glossed_2.eaf","REF","ann4572_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933",NA,NA
"1395","A_morph-hn-es","ann4581","1",NA,NA,NA,NA,"ara_2613_glossed_2.eaf","REF","ann4578_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933",NA,NA
"1396","A_morph-hn-es","ann4592","1",NA,NA,NA,NA,"ara_2613_glossed_2.eaf","REF","ann4589_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933",NA,NA
"1397","A_morph-hn-es","ann4637","1",NA,NA,NA,NA,"ara_2613_glossed_2.eaf","REF","ann4634_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933",NA,NA
"1398","A_morph-hn-es","ann4652","1",NA,NA,NA,NA,"ara_2613_glossed_2.eaf","REF","ann4649_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933",NA,NA
"1399","A_morph-hn-es","ann4775","1",NA,NA,NA,NA,"ara_2613_glossed_2.eaf","REF","ann4772_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933",NA,NA
"1400","A_morph-hn-es","ann4780","2",NA,NA,NA,NA,"ara_2613_glossed_2.eaf","REF","ann4777_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933",NA,NA
"1401","A_morph-hn-es","ann4789","1",NA,NA,NA,NA,"ara_2613_glossed_2.eaf","REF","ann4786_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933",NA,NA
"1402","A_morph-hn-es","ann4794","1",NA,NA,NA,NA,"ara_2613_glossed_2.eaf","REF","ann4791_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933",NA,NA
"1403","A_morph-hn-es","ann4804","3",NA,NA,NA,NA,"ara_2613_glossed_2.eaf","REF","ann4801_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933",NA,NA
"1404","A_morph-hn-es","ann4816","1",NA,NA,NA,NA,"ara_2613_glossed_2.eaf","REF","ann4813_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933",NA,NA
"1405","A_morph-hn-es","ann4832","3",NA,NA,NA,NA,"ara_2613_glossed_2.eaf","REF","ann4829_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933",NA,NA
"1406","A_morph-hn-es","ann4837","2",NA,NA,NA,NA,"ara_2613_glossed_2.eaf","REF","ann4834_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933",NA,NA
"1407","A_morph-hn-es","ann4843","1",NA,NA,NA,NA,"ara_2613_glossed_2.eaf","REF","ann4840_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933",NA,NA
"1408","A_morph-hn-es","ann4849","2",NA,NA,NA,NA,"ara_2613_glossed_2.eaf","REF","ann4846_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933",NA,NA
"1409","A_morph-hn-es","ann4854","2",NA,NA,NA,NA,"ara_2613_glossed_2.eaf","REF","ann4851_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933",NA,NA
"1410","A_morph-hn-es","ann4868","1",NA,NA,NA,NA,"ara_2613_glossed_2.eaf","REF","ann4865_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933",NA,NA
"1411","A_morph-txt-es","ann8_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","joda",NA,NA,NA,NA,"ara_2613_glossed_2.eaf","REF","ann7_flexid_db83be37-32ec-4bbb-886c-7961b8f02464",NA,NA
"1412","A_morph-txt-es","ann13_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","dipawe",NA,NA,NA,NA,"ara_2613_glossed_2.eaf","REF","ann12_flexid_3265e488-fb17-4666-930a-098fee914fad",NA,NA
"1413","A_morph-txt-es","ann18_flexid_a23b6faa-1052-4f4d-984b-4b338bdaf95f","Pama sola",NA,NA,NA,NA,"ara_2613_glossed_2.eaf","REF","ann17_flexid_87442cf1-3a85-4b86-bfdf-ff00083ede31",NA,NA
"1414","A_morph-txt-es","ann22_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933","-o",NA,NA,NA,NA,"ara_2613_glossed_2.eaf","REF","ann17_flexid_87442cf1-3a85-4b86-bfdf-ff00083ede31","ann18_flexid_a23b6faa-1052-4f4d-984b-4b338bdaf95f",NA
"1415","A_morph-txt-es","ann28_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","yama",NA,NA,NA,NA,"ara_2613_glossed_2.eaf","REF","ann27_flexid_111436d0-0fbc-4782-9540-5734da9c2814",NA,NA
"1416","A_morph-txt-es","ann33_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","ba",NA,NA,NA,NA,"ara_2613_glossed_2.eaf","REF","ann32_flexid_515df655-cc14-4324-902a-3bdf46297601",NA,NA
"1417","A_morph-txt-es","ann38_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933","-iki",NA,NA,NA,NA,"ara_2613_glossed_2.eaf","REF","ann32_flexid_515df655-cc14-4324-902a-3bdf46297601","ann33_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933",NA
"1418","A_morph-txt-es","ann50_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","ezoe",NA,NA,NA,NA,"ara_2613_glossed_2.eaf","REF","ann49_flexid_781afa3c-e3da-4f03-a97f-a03bd1fe5681",NA,NA
"1419","A_morph-txt-es","ann55_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","masha",NA,NA,NA,NA,"ara_2613_glossed_2.eaf","REF","ann54_flexid_e8118599-28cb-473e-a310-9772c3becbfa",NA,NA
"1420","A_morph-txt-es","ann61_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","tsio",NA,NA,NA,NA,"ara_2613_glossed_2.eaf","REF","ann60_flexid_6052395b-7c0e-4f8d-b3bd-68c40334dbca",NA,NA
"1421","A_morph-txt-es","ann71_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","nawí",NA,NA,NA,NA,"ara_2613_glossed_2.eaf","REF","ann70_flexid_767b7849-7f54-43c1-bbeb-b5cb8bbe6e11",NA,NA
